constant folder exists!
system folder exists!
constant/polyMesh folder exists!
Everything is clear!
I am the mesh constructor
Mesh was read successfully!


 Cell Volumes            Cell Centers
0.000330001          [ 0.032803 0.029522 0.00581292 ]

0.00326774          [ 0.00952017 0.00612884 0.000713256 ]

0.00337758          [ 0.00592952 0.000826673 0.00069006 ]

1.69508e-05          [ 0.818496 1.83528 0.1375 ]

0.00101054          [ 0.00276304 0.0137295 0.00230643 ]

0.00382284          [ 0.00458081 0.00404918 0.00075891 ]

0.00176845          [ 0.00682118 0.00634352 0.00117259 ]

1.50335e-05          [ 1.26802 1.3684 0.1375 ]

0.00215051          [ 0.0045426 0.00910706 0.00098779 ]

0.00197574          [ 0.0100768 0.00538498 0.00101227 ]

0.00313548          [ 0.00374662 0.00323911 0.000703749 ]

0.00911443          [ 0.00261781 0.00371727 0.000267172 ]

0.00424397          [ 0.000362665 0.00562205 0.000573784 ]

0.00554856          [ 0.00610624 0.00208345 0.000438875 ]

0.000101739          [ 0.113626 0.0151283 0.023935 ]

0.00781206          [ 0.00218642 0.00251358 0.000225832 ]

0.00212728          [ 0.00283224 0.00802926 0.000829327 ]

0.00428317          [ 0.00440634 0.00192386 0.000395979 ]

1.22897e-05          [ 0.668046 0.469865 0.1375 ]

0.00566924          [ 0.00552616 0.00384325 0.000450567 ]

0.00119458          [ 0.0128632 0.026226 0.0021383 ]

0.00463463          [ 0.00470119 0.00125693 0.000551149 ]

0.000333691          [ 0.0174575 0.0460492 0.00765489 ]

0.00330731          [ 0.00902293 0.000865269 0.000697656 ]

0.00432463          [ 0.00709886 0.00690038 0.00053354 ]

0.00050198          [ 0.00570084 0.00741073 0.00459652 ]

0.00301808          [ 0.00123258 0.010172 0.000764512 ]

0.00903336          [ 0.00341542 0.00350632 0.000289725 ]

0.00474757          [ 0.00134686 0.00649864 0.000551269 ]

0.00552468          [ 0.00573317 0.00130604 0.000473727 ]

1.90341e-05          [ 0.37908 0.335939 0.1375 ]

0.00393882          [ 0.00752053 0.0060986 0.000554611 ]

0.00260293          [ 0.00922856 0.000827049 0.000839253 ]

0.00390263          [ 0.00198673 0.00759027 0.000559755 ]

0.000820393          [ 0.00262404 0.00945093 0.00266277 ]

0.00956725          [ 0.00261572 0.00340033 0.000238052 ]

0.00540899          [ 0.000110086 0.0046266 0.000421058 ]

0.00493783          [ 0.00658829 0.00164082 0.000461236 ]

0.000259043          [ 0.031277 0.00229868 0.008792 ]

1.87223e-05          [ 1.64768 1.55758 0.1375 ]

1.87223e-05          [ 0.442417 1.64768 0.1375 ]

0.00194315          [ 0.0150073 0.00339461 0.00132482 ]

0.00231529          [ 0.00284899 0.00357755 0.00111188 ]

0.00593067          [ 0.00375408 0.00385494 0.000417225 ]

0.00196477          [ 0.0110082 0.0065962 0.00119209 ]

0.00205318          [ 0.00990261 0.00779952 0.00127526 ]

0.00475746          [ 0.00474355 0.00584194 0.000431921 ]

0.000285701          [ 0.00733576 0.078989 0.0071923 ]

0.00809122          [ 0.00343494 0.000904861 0.00025396 ]

0.00118701          [ 0.00616797 0.00176564 0.00173111 ]

0.00635086          [ 0.0031647 0.00396958 0.00029062 ]

0.00240265          [ 0.000680952 0.00836519 0.00076819 ]

0.00690015          [ 0.00365358 0.000977919 0.000267485 ]

0.000468501          [ 0.0144029 0.00349217 0.00393956 ]

0.00350173          [ 0.00844083 0.00551533 0.000672038 ]

0.00388094          [ 0.00384354 0.00761607 0.000606373 ]

0.00232801          [ 0.00829602 0.00200698 0.00101086 ]

0.0016642          [ 0.00280751 0.00896319 0.00141407 ]

0.0089854          [ 0.704056 0.9144 0.0459358 ]

0.00231197          [ 1.35478e-37 2.2098e-35 1.44177e-36 ]

0.00829614          [ 0.99037 0.232494 0.0497522 ]

0.000714538          [ 2.17998e-35 4.38356e-37 4.66502e-36 ]

0.00217532          [ 0.00626099 0.0052938 0.00107595 ]

1.37221e-05          [ 0.748692 0.682193 0.1375 ]

0.00324303          [ 0.00371169 0.00357905 0.000706809 ]

0.00781639          [ 0.0038508 0.0039964 0.000295846 ]

0.00766654          [ 0.00407451 0.000461259 0.000301629 ]

0.00187862          [ 0.00127658 0.016022 0.00123093 ]

0.000271045          [ 0.0130468 0.008848 0.0085316 ]

0.00267529          [ 0.0053564 0.00772357 0.000731861 ]

0.00199575          [ 0.0038812 0.00711815 0.000972234 ]

0.00344778          [ 0.00770841 0.00529552 0.000732172 ]

1.92758e-05          [ 1.77778e-35 1.99499e-33 1.72928e-34 ]

0.00514786          [ 0.924162 1.59392 0.0801077 ]

0.00279499          [ 1.00937e-35 1.22605e-37 1.19261e-36 ]

0.00858255          [ 0.956041 0.406663 0.048049 ]

2.21903e-05          [ 1.12845 1.0703 0.1375 ]

1.7768e-05          [ 0.753864 1.7483 0.1375 ]

0.003631          [ 0.00855515 0.00609787 0.000672846 ]

0.00100211          [ 0.00446288 0.0133665 0.00243796 ]

0.00391397          [ 0.00565701 0.00114265 0.000624201 ]

0.00270631          [ 0.00864715 0.0035486 0.000798389 ]

0.00338606          [ 0.0056116 0.00843112 0.00067319 ]

0.0021212          [ 0.00217215 0.00895776 0.00107461 ]

0.00335493          [ 0.00850935 0.00421906 0.000679437 ]

0.00159061          [ 0.0088989 0.00289674 0.00143308 ]

0.00199829          [ 0.00726875 0.0102829 0.0011181 ]

0.00272317          [ 0.00535608 0.0078462 0.000833017 ]

0.00600212          [ 0.00392512 0.00371831 0.000379212 ]

0.00211437          [ 0.0050953 0.0111252 0.00107484 ]

0.00483378          [ 0.00461004 0.00197222 0.000470169 ]

1.65213e-05          [ 0.576789 0.651823 0.1375 ]

0.00279994          [ 0.00567305 0.00795868 0.000766766 ]

0.00206217          [ 0.00423891 0.00753109 0.00101754 ]

0.00341494          [ 0.00689323 0.00473335 0.000666645 ]

0.00231056          [ 0.00897719 0.00383554 0.000837559 ]

0.00171629          [ 0.0100715 0.0114256 0.001256 ]

0.00748227          [ 0.00369181 0.00252648 0.000263993 ]

0.00379861          [ 0.00497651 0.00029169 0.000519997 ]

0.00494531          [ 0.00198721 0.00558573 0.000399422 ]

0.000676648          [ 0.00163751 0.0145236 0.00291919 ]

0.0013457          [ 2.28245e-37 2.2447e-35 2.47703e-36 ]

0.00829686          [ 0.450901 0.990556 0.0497571 ]

0.00162213          [ 2.24765e-35 1.89349e-37 2.05491e-36 ]

0.00829686          [ 0.990556 0.54424 0.0497571 ]

0.00720932          [ 0.00356384 0.000185117 0.000251813 ]

1.39905e-05          [ 0.0953909 0.0509609 0.129759 ]

0.00370867          [ 0.00754742 0.000223525 0.000546581 ]

2.79801e-05          [ 0.0296275 0.053396 0.0724475 ]

0.00996768          [ 0.00251525 0.00257761 0.000182128 ]

0.00395285          [ 0.000180369 0.00634257 0.000459263 ]

0.00972904          [ 0.0029454 0.00287705 0.000208354 ]

0.0075946          [ 0.000196722 0.0037732 0.000266912 ]

0.00225823          [ 0.00737645 0.00523214 0.000999347 ]

0.00186067          [ 0.0112757 0.00755818 0.00151084 ]

0.00145333          [ 0.0220994 0.0158976 0.00163007 ]

0.003156          [ 0.00732077 0.000741695 0.000750641 ]

1.72293e-05          [ 0.659004 1.86414 0.1375 ]

0.00104864          [ 0.00223221 0.0108275 0.00225913 ]

0.00573184          [ 0.00414859 0.00345936 0.000508418 ]

0.00422139          [ 0.00572286 0.00471324 0.00068155 ]

0.00246233          [ 0.00480412 0.00875076 0.000901419 ]

0.00342478          [ 0.00731038 0.00694202 0.00075235 ]

0.00258427          [ 0.0093444 0.00489097 0.00101291 ]

0.00487213          [ 0.00382225 0.0056272 0.000483497 ]

0.00412396          [ 0.00166047 0.00451568 0.000571213 ]

0.00100912          [ 0.0271704 0.0155013 0.00233454 ]

0.00042678          [ 0.0366294 0.0160365 0.0055164 ]

0.00340727          [ 0.00465673 0.00673915 0.000625654 ]

1.55038e-05          [ 0.518936 1.02341 0.1375 ]

0.0076223          [ 0.00382765 0.00253454 0.000355573 ]

0.0037421          [ 0.00459724 0.00243235 0.000644725 ]

0.000190421          [ 0.0798719 0.0527731 0.00989527 ]

1.8213e-05          [ 0.8361 1.0944 0.1375 ]

0.00247468          [ 0.00474934 0.00627482 0.000801721 ]

0.004392          [ 0.00399269 0.00689287 0.000568465 ]

0.00435964          [ 0.00380445 0.00659726 0.000551306 ]

0.00167326          [ 0.003611 0.0104801 0.00149211 ]

0.00354341          [ 0.00854349 0.00529982 0.000704595 ]

0.00316789          [ 0.00908144 0.00580151 0.000758899 ]

0.00172021          [ 0.00360322 0.00964187 0.00139721 ]

0.00204795          [ 0.00916613 0.00294903 0.0012186 ]

0.00212646          [ 0.00864053 0.00291475 0.00113027 ]

0.00724422          [ 0.00179845 0.00329109 0.000286031 ]

0.00441742          [ 0.00399166 0.00741309 0.000632124 ]

0.00100173          [ 0.00628696 0.0130059 0.00206849 ]

0.00576295          [ 0.0042186 0.00302628 0.000366349 ]

2.0308e-05          [ 0.387501 0.868269 0.1375 ]

0.00741715          [ 0.00415545 0.00291521 0.000354063 ]

0.0007786          [ 0.0221772 0.0081564 0.00268555 ]

0.00372874          [ 0.00609337 0.00208465 0.000740305 ]

0.00354295          [ 0.00903133 0.000671353 0.000668162 ]

0.000357368          [ 0.00665579 0.00681477 0.00662416 ]

0.00431118          [ 0.00743517 0.00742199 0.000549099 ]

0.00303727          [ 0.000801833 0.0105537 0.000779406 ]

0.0031834          [ 0.00490406 0.00318449 0.000703217 ]

0.00614391          [ 0.00294843 0.00312063 0.000324599 ]

0.000852827          [ 0.0223485 0.0228679 0.002403 ]

0.00336694          [ 0.00577118 0.00327979 0.00060039 ]

1.50913e-05          [ 1.30831 0.7213 0.1375 ]

0.00408588          [ 0.00759256 0.0052954 0.000542393 ]

0.00274653          [ 0.0078777 0.000441521 0.000806891 ]

0.00333414          [ 0.0031788 0.00930443 0.000664684 ]

0.00137834          [ 0.000879792 0.00768937 0.00160784 ]

0.00411856          [ 0.00320139 0.00534103 0.00059199 ]

0.00297118          [ 0.0047573 0.00829887 0.00089685 ]

0.00682737          [ 0.00218247 0.00437153 0.000370809 ]

0.0011243          [ 0.0062065 0.0132532 0.00225176 ]

0.00716821          [ 0.00416367 0.00305843 0.000353178 ]

0.00127421          [ 0.0172055 0.0054763 0.00198683 ]

0.00511061          [ 0.00381087 0.00316284 0.000425846 ]

0.00410436          [ 0.00661652 0.00645327 0.00054656 ]

0.00367513          [ 0.00167149 0.00738927 0.000610393 ]

0.00270007          [ 0.00980956 0.00202694 0.000830821 ]

0.000903269          [ 0.00605899 0.00680079 0.00248351 ]

0.00150874          [ 0.013313 0.016901 0.00156566 ]

0.00435234          [ 0.00203562 0.00461497 0.000542737 ]

0.00347065          [ 0.00696211 0.00391422 0.000646672 ]

0.00159488          [ 0.00846302 0.00527077 0.00139738 ]

0.00457692          [ 0.0038423 0.00559816 0.00047552 ]

0.00373143          [ 0.00161725 0.00471291 0.000583266 ]

0.0010811          [ 0.0237188 0.0130258 0.00201475 ]

0.00065345          [ 0.0215566 0.00924525 0.00333418 ]

1.67508e-05          [ 0.676193 0.799027 0.1375 ]

0.00188939          [ 0.00619724 0.00763806 0.00132181 ]

0.00280056          [ 0.00852815 0.0111321 0.000882774 ]

0.00421505          [ 0.00525167 0.00687152 0.0005525 ]

0.00439743          [ 0.00108793 0.00543125 0.000562205 ]

0.00215082          [ 0.00228279 0.0102919 0.00108276 ]

0.00562502          [ 0.0051491 0.00208668 0.00041401 ]

0.00185016          [ 0.0168505 0.00652731 0.00133624 ]

0.00122771          [ 0.00983661 0.00389675 0.00201371 ]

0.00130426          [ 0.0089994 0.00376447 0.00178554 ]

0.00855521          [ 0.00214498 0.00230884 0.000215354 ]

0.00864711          [ 0.00248381 0.00266566 0.000246045 ]

0.00363207          [ 0.00193985 0.00505221 0.000507238 ]

0.0036839          [ 0.00214372 0.00583081 0.000577597 ]

1.33989e-05          [ 0.630467 0.525846 0.1375 ]

1.5475e-05          [ 0.611944 0.510323 0.1375 ]

0.0046561          [ 0.00438504 0.00541725 0.000510363 ]

0.00463684          [ 0.00201526 0.00440479 0.000512662 ]

1.32644e-05          [ 1.42271 0.847463 0.1375 ]

0.00159003          [ 0.00808698 0.00546554 0.00130654 ]

0.00263378          [ 0.00549043 0.00726609 0.000710499 ]

0.00220054          [ 0.00376405 0.00672859 0.000870943 ]

0.00302726          [ 0.00509681 0.0090417 0.000732422 ]

1.61253e-05          [ 0.302573 0.956841 0.1375 ]

0.00605046          [ 0.00248931 0.00458221 0.00036841 ]

0.00125028          [ 0.00375759 0.0120465 0.00178284 ]

0.00691729          [ 0.00395698 0.00243177 0.000320535 ]

0.00649812          [ 0.00426653 0.0026717 0.000343029 ]

0.00312383          [ 0.00538483 0.00156189 0.000709781 ]

0.00150363          [ 0.0115461 0.00312446 0.00148245 ]

0.00415273          [ 0.00294966 0.00602048 0.000440171 ]

0.00295921          [ 0.000536069 0.00413933 0.000617701 ]

1.92671e-05          [ 1.29762 0.744202 0.0948719 ]

0.000647752          [ 0.022136 0.002449 0.00282193 ]

0.00231582          [ 0.00902436 0.00668476 0.00143999 ]

0.00531123          [ 0.00720642 0.00487881 0.000537476 ]

0.00399689          [ 0.00864445 0.00568264 0.000635933 ]

0.000730803          [ 0.0354576 0.00444355 0.00390619 ]

0.00217634          [ 0.0104363 0.001112 0.0011679 ]

0.00823674          [ 0.00189514 0.00464686 0.000346576 ]

0.00419985          [ 0.00339491 0.0082267 0.000605202 ]

0.0025186          [ 0.00128935 0.00619781 0.00113343 ]

0.00143979          [ 0.00168086 0.00990291 0.00176537 ]

0.00396695          [ 0.00755581 0.0057097 0.000570937 ]

1.75835e-05          [ 1.83382 1.3478 0.1375 ]

0.00261251          [ 0.00866984 0.00113689 0.000866933 ]

0.000926194          [ 0.0255875 0.00315494 0.00261039 ]

0.00290279          [ 0.00354609 0.0103258 0.000780241 ]

0.00271261          [ 0.00422764 0.011887 0.000891291 ]

0.00129401          [ 0.0022953 0.0079548 0.00175028 ]

0.00217209          [ 0.00134529 0.00527967 0.00111309 ]

0.00395359          [ 0.00661081 0.00717553 0.000595345 ]

0.00348171          [ 0.00168516 0.00750679 0.000676033 ]

0.00301399          [ 0.00941248 0.00268743 0.000780941 ]

0.00104799          [ 0.00772897 0.00559856 0.00224596 ]

1.66356e-05          [ 0.952319 1.76017 0.1375 ]

0.000206097          [ 0.0193588 0.0768686 0.0110986 ]

0.0036368          [ 0.00467326 0.00879091 0.000692913 ]

0.00190498          [ 0.00245861 0.00892174 0.00132285 ]

0.00286026          [ 0.0102373 0.00609341 0.000799713 ]

0.00320541          [ 0.00997401 0.00613297 0.000786168 ]

0.00430414          [ 0.0040493 0.000926965 0.000531439 ]

0.00222868          [ 0.00882076 0.00210151 0.00113071 ]

0.00382291          [ 0.00714515 0.00695674 0.000608016 ]

0.00291937          [ 0.00247118 0.00935657 0.000796196 ]

0.00371956          [ 0.00715005 0.00174592 0.000624911 ]

0.00100527          [ 0.00646001 0.00717649 0.00231221 ]

2.20535e-05          [ 1.0071 1.53655 0.1375 ]

0.00334755          [ 0.00521343 0.0078153 0.000715028 ]

0.000732181          [ 0.0139576 0.0303307 0.00414107 ]

0.00207897          [ 0.00416216 0.00839391 0.00115123 ]

1.60566e-05          [ 0.963662 1.21053 0.1375 ]

0.00239495          [ 0.00562759 0.00736664 0.000824915 ]

0.00653515          [ 0.00277107 0.00531976 0.000395188 ]

0.000549368          [ 0.00509648 0.0329639 0.00470106 ]

0.0101439          [ 0.00342722 0.00191799 0.000254597 ]

0.00266656          [ 0.00729627 0.00104998 0.000968518 ]

0.00680983          [ 0.00405943 0.00354478 0.000359317 ]

0.00417112          [ 0.00588287 0.00502566 0.000509856 ]

0.00276076          [ 0.00414805 0.0100132 0.000886312 ]

0.00503525          [ 0.00479407 0.00157829 0.000485952 ]

0.00283234          [ 0.00352031 0.00866356 0.000750852 ]

0.0023033          [ 0.00910114 0.00277655 0.000923314 ]

1.77956e-05          [ 0.446576 0.643518 0.1375 ]

0.00155866          [ 0.00410303 0.006397 0.00136442 ]

0.00366864          [ 0.00599554 0.00758547 0.000651001 ]

0.0021979          [ 0.0031441 0.0100075 0.00108662 ]

0.00320156          [ 0.00863668 0.0039571 0.000741294 ]

0.00151133          [ 0.00838263 0.00454554 0.00157034 ]

0.00208199          [ 0.00755782 0.0064257 0.000824591 ]

0.00400322          [ 0.00740631 0.00701369 0.000561926 ]

0.00265016          [ 0.0105946 0.00115883 0.000848821 ]

0.00342573          [ 0.00135529 0.00865483 0.000656652 ]

0.000613222          [ 0.00500813 0.00757125 0.00366835 ]

0.0062052          [ 0.00217577 0.00454364 0.00038074 ]

0.00134112          [ 0.00460097 0.010067 0.00176164 ]

0.00659559          [ 0.00427471 0.00316326 0.000358205 ]

0.00135208          [ 0.0154307 0.00456366 0.00174736 ]

0.00774279          [ 0.00372707 0.00248247 0.000340718 ]

0.00696725          [ 0.00484837 0.00313379 0.000433548 ]

0.00219695          [ 0.00791473 0.0039189 0.00108611 ]

0.00363397          [ 0.0061028 0.00284383 0.000843898 ]

0.00239958          [ 0.00602766 0.00709664 0.000949278 ]

1.59308e-05          [ 0.958431 1.17505 0.1375 ]

0.00194335          [ 0.00732332 0.00763921 0.00112186 ]

0.00365746          [ 0.00700484 0.00794782 0.000652867 ]

0.00334217          [ 0.00169451 0.00766566 0.000714457 ]

0.0030891          [ 0.00941013 0.0029498 0.000772987 ]

0.00112149          [ 0.0081251 0.00504982 0.00212916 ]

0.00273521          [ 0.00695456 0.00511601 0.000539758 ]

0.00414835          [ 0.00337324 0.000591086 0.000355889 ]

0.000362213          [ 0.0206532 0.0525167 0.00407593 ]

0.00012533          [ 0.0195646 0.0596893 0.0117797 ]

0.00347942          [ 0.00391877 0.0076999 0.000565248 ]

0.00144227          [ 0.00125905 0.0094539 0.00136364 ]

0.00513788          [ 0.00521445 0.00291405 0.000382792 ]

0.00146518          [ 0.0102185 0.00123936 0.00134231 ]

0.000243409          [ 0.0709487 0.0650786 0.0114094 ]

0.00140837          [ 0.0128332 0.0118684 0.0017406 ]

0.00745141          [ 0.00214773 0.00289331 0.00025928 ]

0.00216467          [ 0.00302246 0.00739309 0.000892515 ]

0.00454862          [ 0.00495672 0.00278181 0.000444391 ]

1.43626e-05          [ 0.861311 0.46607 0.1375 ]

0.00516843          [ 0.00290581 0.0038175 0.000341534 ]

0.00180057          [ 0.00330179 0.00834096 0.000980356 ]

0.0049466          [ 0.00391972 0.00212082 0.000351119 ]

0.000369006          [ 0.0281705 0.0157535 0.004661 ]

0.00170444          [ 0.00846678 0.00614304 0.00109353 ]

0.00369514          [ 0.00676327 0.00629063 0.000566552 ]

0.00245966          [ 0.00292967 0.0101605 0.00085113 ]

0.00281234          [ 0.00826526 0.00194127 0.000744393 ]

0.00108168          [ 0.00504727 0.00666186 0.00193541 ]

0.00713906          [ 0.00413407 0.00263583 0.000288762 ]

0.00394956          [ 0.00476443 0.000119486 0.000521955 ]

0.0048211          [ 0.00231647 0.00612171 0.000427597 ]

0.000526658          [ 0.000896059 0.0212053 0.00391429 ]

0.00341856          [ 0.00469994 0.00570675 0.000614946 ]

0.00270712          [ 0.00571089 0.00639839 0.000720216 ]

0.00440314          [ 0.0030224 0.00238022 0.000467751 ]

0.00367686          [ 0.00355566 0.00267129 0.000534773 ]

0.000292918          [ 0.0434255 0.0482488 0.00604964 ]

0.00325544          [ 0.00312503 0.00346671 0.000614443 ]

0.00337627          [ 0.00577677 0.00656839 0.000617255 ]

0.00223894          [ 0.00363466 0.00871267 0.00093096 ]

0.0027551          [ 0.00738755 0.00358933 0.000694253 ]

0.00131049          [ 0.00759341 0.00573477 0.00146853 ]

0.00260235          [ 0.0120314 0.00123918 0.000877753 ]

0.000515239          [ 0.00625881 0.00371686 0.00443333 ]

0.00492834          [ 0.0060873 0.00635306 0.000463488 ]

0.00413031          [ 0.000463664 0.00726345 0.00055304 ]

0.00437844          [ 1.20972 1.87984 0.0943804 ]

1.54268e-05          [ 1.77778e-35 2.76953e-33 2.16075e-34 ]

0.00701127          [ 1.17393 0.423332 0.0589392 ]

0.00190778          [ 1.25496e-35 1.43756e-37 1.74724e-36 ]

0.00684265          [ 0.00508043 0.00521567 0.000424241 ]

0.00163875          [ 0.00398809 0.0212134 0.00177143 ]

0.00760588          [ 0.00469229 0.000980939 0.00038167 ]

0.000561693          [ 0.0132829 0.0116354 0.00516818 ]

0.00448826          [ 0.00538258 0.00398516 0.000437697 ]

0.00653742          [ 0.00163491 0.00369541 0.0003005 ]

0.000683342          [ 0.0261749 0.00646247 0.00287484 ]

0.00162411          [ 0.00271909 0.0065809 0.00120959 ]

0.00137687          [ 0.0171955 0.0135966 0.00200499 ]

0.00359645          [ 0.00395143 0.00301354 0.000459936 ]

0.00300615          [ 0.00553299 0.00698179 0.000819658 ]

1.45995e-05          [ 1.46168 1.93268 0.1375 ]

0.00166372          [ 0.000590786 0.0128265 0.00120659 ]

0.00160507          [ 0.0175794 0.00489651 0.00125069 ]

0.00128815          [ 0.00610116 0.000763033 0.00155838 ]

0.00465768          [ 0.00434276 0.00405945 0.000504771 ]

0.00321112          [ 0.00682508 0.0056491 0.000713573 ]

0.00431465          [ 0.00817201 0.00921031 0.000644882 ]

0.00334361          [ 0.000219106 0.0105453 0.000832166 ]

0.000441442          [ 0.00109728 0.00928812 0.004912 ]

0.00356949          [ 0.00114867 0.00870025 0.000607472 ]

0.00273615          [ 0.0100286 0.000177033 0.000792487 ]

0.00367635          [ 0.00844736 0.00746384 0.000589815 ]

0.00401665          [ 0.00989363 0.00129772 0.000692726 ]

0.000501942          [ 0.0103847 0.00145954 0.00554335 ]

0.0036579          [ 0.00180348 0.00561665 0.000428269 ]

0.000490383          [ 0.0418961 0.0330139 0.00319458 ]

0.00214524          [ 0.00104476 0.00307516 0.000730252 ]

1.13932e-05          [ 1.42097 0.19672 0.1375 ]

0.00148774          [ 0.00971461 0.0106098 0.00142592 ]

0.0014825          [ 0.0110364 0.0106231 0.00150644 ]

5.91963e-05          [ 4.32432e-36 1.82551e-35 5.63099e-35 ]

0.00243985          [ 2.68812e-35 1.04918e-37 1.36621e-36 ]

0.00663851          [ 1.24088 0.0201916 0.0622831 ]

9.11943e-05          [ 1.18498e-35 2.80702e-36 3.6552e-35 ]

0.00414907          [ 1.96075 1.98541 0.099653 ]

0.00418107          [ 1.97021 1.94575 0.0988903 ]

0.00243985          [ 1.04918e-37 2.68812e-35 1.36621e-36 ]

0.00663851          [ 0.0201916 1.24088 0.0622831 ]

0.00235641          [ 0.00683972 0.00739915 0.000755472 ]

1.28837e-05          [ 0.654041 1.24455 0.1375 ]

0.00488495          [ 0.00366716 0.00205432 0.000374321 ]

0.00162326          [ 0.0055505 0.00483742 0.00101431 ]

0.00310371          [ 0.00574025 0.0100562 0.00070387 ]

0.00219943          [ 0.000256761 0.00810032 0.000993262 ]

0.00365415          [ 0.00854136 0.00382033 0.000597844 ]

0.00167261          [ 0.00834625 0.000337631 0.0013061 ]

1.54902e-05          [ 1.6962 1.224 0.1375 ]

0.00183238          [ 0.00656 0.014339 0.00116237 ]

0.000881111          [ 0.0215183 0.00534091 0.00241729 ]

0.00319127          [ 0.00147463 0.00376667 0.000667417 ]

1.19488e-05          [ 1.54702 1.40819 0.1375 ]

0.000197144          [ 0.0358694 0.0937637 0.0083338 ]

0.00124155          [ 0.0135525 0.00435958 0.00132331 ]

0.00279021          [ 0.00193986 0.00253438 0.000588829 ]

0.00163421          [ 0.00827335 0.0121682 0.00134605 ]

0.0032299          [ 0.005821 0.00738542 0.000532417 ]

0.00014911          [ 0.00777264 0.12609 0.0115328 ]

0.00417418          [ 0.00571469 0.00148817 0.000411974 ]

0.00158173          [ 0.00392726 0.000732728 0.00108719 ]

0.00388421          [ 0.00680152 0.00756529 0.000603396 ]

0.00315984          [ 0.00148908 0.00836073 0.000741721 ]

0.00296728          [ 0.0099031 0.0025855 0.000789855 ]

0.00100833          [ 0.00760853 0.00466639 0.00232437 ]

0.00292226          [ 0.00778369 0.00753134 0.000750502 ]

1.60057e-05          [ 0.620237 1.42603 0.1375 ]

0.00427722          [ 0.00513007 0.00213402 0.000511253 ]

0.00196136          [ 0.00468163 0.00505912 0.00112155 ]

0.00250324          [ 0.00863412 0.00866298 0.000932476 ]

0.00306523          [ 0.0068825 0.00391092 0.000740767 ]

0.00793833          [ 0.00307884 0.00382259 0.000307079 ]

0.00196573          [ 0.00260077 0.0124335 0.0012401 ]

0.00695981          [ 0.00436003 0.00158289 0.000350254 ]

0.000434667          [ 0.0253449 0.0117617 0.0056082 ]

0.00384767          [ 0.00719723 0.00619769 0.000580629 ]

0.00261152          [ 0.00331182 0.010604 0.000855467 ]

0.00277079          [ 0.00860643 0.00173343 0.000806292 ]

0.00123988          [ 0.00387373 0.00697558 0.00180184 ]

0.00331017          [ 0.00560521 0.00507691 0.000634471 ]

0.00427572          [ 0.00277989 0.00415849 0.000515823 ]

0.00120219          [ 0.00939402 0.00777799 0.00146129 ]

0.00361543          [ 0.00768697 0.000479005 0.000583284 ]

0.00404252          [ 0.0071594 0.00687486 0.000521661 ]

0.000358928          [ 0.00482495 0.00802961 0.00587534 ]

0.00331379          [ 0.000869713 0.00873379 0.000636377 ]

1.40815e-05          [ 1.77778e-35 1.70141e-33 2.36718e-34 ]

0.00536287          [ 0.554237 1.53643 0.0771113 ]

0.00309323          [ 1.3807e-35 8.09307e-38 1.07762e-36 ]

0.00776611          [ 1.06098 0.682253 0.053249 ]

0.00327158          [ 0.0065066 0.00766058 0.000769625 ]

0.00476741          [ 0.00250677 0.00461057 0.000545392 ]

0.00213245          [ 0.0123573 0.00755648 0.00124561 ]

1.63142e-05          [ 0.681584 1.18702 0.1375 ]

0.00323025          [ 0.00623805 0.0046111 0.000757043 ]

0.00378322          [ 0.00730434 0.0051758 0.000614562 ]

0.00324311          [ 0.00439004 0.00852082 0.000716913 ]

0.00219141          [ 0.00893541 0.00282221 0.00106097 ]

0.00173855          [ 0.00355733 0.00818919 0.00133733 ]

0.000790825          [ 0.0164542 0.0174021 0.00260114 ]

0.00340452          [ 0.00539647 0.00700767 0.000503763 ]

0.00212153          [ 0.000513182 0.00865997 0.000808411 ]

0.00405595          [ 0.00588216 0.00162085 0.000422853 ]

0.000730435          [ 0.00900023 0.00149053 0.00234801 ]

0.00326011          [ 0.00404322 0.00573414 0.000633661 ]

0.00339544          [ 0.00402387 0.00732722 0.000712288 ]

0.00251636          [ 0.00859684 0.00740198 0.000832422 ]

0.00144437          [ 0.0061595 0.00822704 0.00145577 ]

0.00270371          [ 0.00667084 0.00316709 0.000750147 ]

0.00286925          [ 0.0040961 0.00589876 0.000669175 ]

0.00348738          [ 0.00637958 0.00815458 0.000646222 ]

0.00287612          [ 0.00150963 0.00773543 0.000783564 ]

0.00328294          [ 0.00866239 0.00320808 0.000686465 ]

